favourite_count,retweet_account,time,tweet
3961,995,2016-10-26 15:01:14,DYK: Most people can find a plan for less than $75 per month. Open enrollment starts on November 1. #GetCovered https://t.co/9RGG5Pr4mb
9349,2185,2016-10-25 19:55:05,"Women, the sick, survivorsthey all deserve fair treatment in our health care system. #Obamacare https://t.co/G948HN7pzV"
3360,846,2016-10-25 18:01:23,Don't get tripped up by misinformation. Join the @OFA Truth Team today: https://t.co/wJZj1QCxXm https://t.co/vwwDgFHq6A
4928,951,2016-10-25 15:25:18,Be proud of the progress we've made togetherwear the mark of this movement. https://t.co/fYf2O9WAwG https://t.co/1Z4yJmYh4E
6891,1739,2016-10-24 21:32:47,Strong policies that help working families get ahead are good for our economy. https://t.co/QRRhibjZCl
4578,1362,2016-10-24 20:11:34,The four-week average of jobless claims fell to the lowest level since 1973a sign of a healthy labor market. https://t.co/Lv7DnRM2DY
3401,737,2016-10-24 18:52:18,"Since 2010, America's uninsured rate has been cut in half. Help build on that progressjoin Team #Obamacare today: https://t.co/MhIICuE17A"
11124,2668,2016-10-24 15:21:13,"Health care is a right, not a privilegeand #Obamacare works to protect that right for millions of Americans. https://t.co/B7fO8rhggW"
3311,864,2016-10-21 20:47:03,Don't get tripped up by misinformation. Join the @OFA Truth Team today: https://t.co/09BpA6F9Ne https://t.co/Nxgp87o4iq
11741,2469,2016-10-21 16:40:47,Being able to stay on a parent's plan enables millions of young adults to make choices about their future with the https://t.co/1lSzxCHZVf
7535,1638,2016-10-21 14:55:59,"""Because of Obamacare, another 20 million Americans now know the financial security of health insurance."" https://t.co/eNd6J8bMxm"
4530,989,2016-10-20 20:42:08,Stand up for the law that's helped 20 million more Americans gain health coverage. Join Team @Obamacare today: https://t.co/XiNXrgnPoF
6702,1452,2016-10-20 18:47:02,"There's still more work to do, but let's celebrate how far we've come. https://t.co/kUVWn68kJw"
2706,585,2016-10-20 17:52:58,LIVE: President Obama is in Miami talking about the progress made possible by the Affordable Care Act. https://t.co/7FsQXut07O
2330,477,2016-10-20 16:54:36,Tune in at 1:55 p.m. ET to watch President Obama speak about the successes of the Affordable Care Act. https://t.co/7FsQXut07O
3695,1037,2016-10-20 15:35:45,There's a lot of misinformation floating around. Make sure you've got the factsjoin the @OFA Truth Team: https://t.co/SpfRFK5LWq
3348,952,2016-10-19 20:10:29,"From coast to coast, editorial boards are denouncing Senate obstructionism. Take a look: https://t.co/vqDr2bBiVr #DoYourJob"
4325,1328,2016-10-19 18:07:12,"Our Supreme Court has been short a justice for far too long. #DoYourJob, Senate leaders. https://t.co/yJlejtHjr0"
7473,2364,2016-10-19 15:09:17,The need for a ninth justice is undeniably clear. #DoYourJob https://t.co/L1EBgNbh3Q
4438,1821,2016-10-18 20:00:51,We can't afford to let this be the new normal. https://t.co/nJzyfz2Zlw #ActOnClimate
2879,711,2016-10-18 18:25:18,Denying climate change is dangerous. Join @OFA supporters in standing up for bold action now: https://t.co/JZnvlb080l #ActOnClimate
8080,2019,2016-10-18 17:10:19,"Climate change is real, but so is the progress we're making to #ActOnClimate. Let's keep it up. https://t.co/GOFKXQblGJ"
3362,811,2016-10-18 15:45:12,This is just the latest step forward in the push to #ActOnClimate. https://t.co/UDInkidKkP
5493,1323,2016-10-17 22:14:11,Read why @FLOTUS is fighting to ensure that girls everywhere have access to quality education. https://t.co/xleq3HHSZt #LetGirlsLearn
3223,1172,2016-10-17 21:07:55,"Wildfires in the next few decades could be ""unrecognizable"" to previous generationsbecause of climate change: https://t.co/vM3xM6mCf3"
3784,1352,2016-10-17 18:46:37,Senate leaders are blocking the Supreme Court nomination for their own political gaindon't be silent: https://t.co/OMdTVim0TC #DoYourJob
10966,3372,2016-10-17 15:30:23,Senate leaders have recognized Judge Garland's impeccable credentials in the past. He deserves a fair hearing and a https://t.co/w9bPtpSmm7
3717,1038,2016-10-14 21:17:59,We need a fully functional Supreme Court. Editorial boards across the country agree: https://t.co/BkLrNaTtzN #DoYourJob
13695,5308,2016-10-14 19:20:14,The American Bar Association gave Judge Garland its highest rating. Senate leaders: #DoYourJob and fill the #SCOTUS https://t.co/iTVTqGIUvV
2768,713,2016-10-14 17:31:21,Denying climate change is dangerous. Join @OFA supporters in standing up for bold action now: https://t.co/7MDQGYgX2u #ActOnClimate
4175,1087,2016-10-14 16:18:33,"Cynics, take note: When we #ActOnClimate, we build a stronger future. https://t.co/wHHMdo2ro6"
6663,1929,2016-10-13 21:30:34,"""Thats how we will overcome the challenges we face: by unleashing the power of all of us for all of us."" Read more: https://t.co/VxpwLIR4uF"
2616,736,2016-10-13 20:29:34,Check out the most recent editorial boards calling on Senate leaders to vote on Judge Garland: https://t.co/hzuhZYevfo #DoYourJob
8722,2519,2016-10-13 18:29:08,"Senate leaders have undercut the functionality of the Supreme Court, and that's unacceptable. #DoYourJob https://t.co/5HFXhgTMoP"
3200,1042,2016-10-13 16:53:40,Senate leaders' political games are handicapping the Supreme Courtand judgeships across the country. https://t.co/PhKOBKXLmS #DoYourJob
2244,535,2016-10-12 21:02:21,LIVE: President Obama is speaking at a reception celebrating #HispanicHeritageMonth. https://t.co/FK0ytbKw1q
2285,556,2016-10-12 19:43:55,Support the bold steps we're taking against climate change. Say you're ready to #ActOnClimate: https://t.co/EtwjaKgYFW
3570,900,2016-10-12 17:57:21,"Last week, more than 190 countries reached a landmark deal to reduce carbon pollution from aviation. https://t.co/LRYkXVw3rO #ActOnClimate"
12060,3683,2016-10-12 16:35:41,Let's leave our children and grandchildren a planet that's healthier than the one we have today. #ActOnClimate https://t.co/mP29bpRdU9
3453,1240,2016-10-12 15:25:03,Climate change's effects are devastating. Denying the science behind it does nothing to help. https://t.co/Rww40wwgD9 #ActOnClimate
7352,1619,2016-10-11 23:59:09,"""On behalf of Michelle and our family, Gmar Chatimah Tovah."" President Obama #YomKippur"
42821,19539,2016-10-11 21:18:09,"""LGBT individuals deserve to know their country stands beside them."" President Obama #NationalComingOutDay https://t.co/op7nBzbaod"
9987,3051,2016-10-11 20:02:19,The Supreme Court must remain above politics. Judge Garland needs a hearing and a vote. #DoYourJob https://t.co/eVSPSIFNpB
3166,904,2016-10-11 18:38:46,Don't stand idly by while Senate leaders continue to block Judge Garland from a fair hearing and vote: https://t.co/TSavHP3mHg #DoYourJob
7170,2286,2016-10-11 17:26:32,"Judge Garland is just as qualified now as he was in 1997, Senate leaders. It's time to #DoYourJob. https://t.co/j1lEkdMYV6"
1881,457,2016-10-11 15:31:34,Dispel misinformation with facts from the @OFA Truth Team. https://t.co/zjexLUJXAC
6532,1769,2016-10-07 22:03:05,"The uninsured rate is the lowest it's been in decades, thanks to #Obamacare. Spread the word. https://t.co/ZkN8HVbn3E"
2337,650,2016-10-07 20:38:47,Deadline tonighthelp rein in payday lenders that succeed by targeting vulnerable Americans: https://t.co/7OlpH6OFek #StopTheDebtTrap
2544,588,2016-10-07 19:54:20,The Obama administration and @CFPB are working to protect consumers and #StopTheDebtTrap. https://t.co/UMO01OUkdh
2551,610,2016-10-07 18:02:16,"Our economy is on a better, stronger course. https://t.co/yzB6x7CExJ"
3798,1101,2016-10-07 16:16:59,The economic progress we've made is undeniablelet's keep it up. https://t.co/gAlfaC1hkI
3300,1170,2016-10-07 15:14:16,Check out President Obama's essay in @TheEconomist on the unique challenges the American economy faces. https://t.co/jKJNCrQALL
7742,2121,2016-10-07 13:59:22,"The economy added 156,000 jobs in Septemberextending the longest streak of total job growth on record."
2692,753,2016-10-06 18:35:27,ICYMI: Read about the historic #ParisAgreement and what it means for the fight to #ActOnClimate. https://t.co/eMefgFZk53
3234,891,2016-10-06 15:48:57,The cost of clean energy technology dropped significantly over the last eight years. Get the chart: https://t.co/fuGQMXeRYb #ActOnClimate
5424,1315,2016-10-05 21:30:38,This historic step in the fight to #ActOnClimate came faster than anyone predicted. https://t.co/W2rtcNXkI7
6018,1729,2016-10-05 20:44:42,"""Today is a historic day in the fight to protect our planet for future generations."" President Obama #ActOnClimate https://t.co/x3dJSCYUcj"
1879,481,2016-10-05 19:30:42,LIVE: President Obama is delivering a statement on the Paris Climate Agreement. https://t.co/mNpQ6QyA91
2395,751,2016-10-05 15:50:42,Read from @NYTopinion about why filling the Supreme Court vacancy is crucial for our democracy: https://t.co/zuSWzxSaqW #DoYourJob
2635,671,2016-10-04 20:30:46,Enough is enough. Say it's time for Senate leaders to get to work: https://t.co/2M789YIcBk #DoYourJob
6902,1968,2016-10-04 18:28:15,"""Everybody cares about their kids, their grandkids, and the kind of world we pass on to them."" President Obama https://t.co/cfxpSBNWIU"
3349,740,2016-10-04 16:53:50,Take what matters with you. https://t.co/E0hXWSu1q3 https://t.co/KJJdkE8DML
6318,1619,2016-10-04 15:08:13,"We've come a long way, but the fight for fairness and an economy that works for everyone continues. https://t.co/WWRhZHwYWE"
298516,116413,2016-10-03 18:24:20,Side-by-side for 24 years. Here's to many more. #HappyAnniversary https://t.co/nh8Xfc7IWU
1949,462,2016-10-03 15:30:43,Facts matter. Stay informed with the @OFA Truth Team: https://t.co/O8PhOX5jJ3
3620,807,2016-10-01 14:46:41,"In the weekly address, President Obama discusses why access to paid leave is so important. https://t.co/q9kDEqYs5u #LeadOnLeave"
8374,2168,2016-09-30 21:32:41,Parents shouldn't have to choose between a paycheck and taking care of a sick child at home. #LeadOnLeave https://t.co/FF4hTkgOZy
5172,2034,2016-09-30 20:11:02,"After thirty years in Congress, Senator, this should not be your proudest accomplishment. https://t.co/FwGAJsBCoo https://t.co/86F1fhUWsp"
3370,933,2016-09-30 17:47:42,We need a fully functioning Supreme Court. Speak up if you agree it's time for a hearing and a vote: https://t.co/d6nmum1Ut7 #DoYourJob
9600,3087,2016-09-30 15:57:24,"There has never been a more qualified nominee, Senate leaders. He deserves a fair hearing and a vote. #DoYourJob https://t.co/qtzcY3iwyl"
3538,1058,2016-09-29 21:55:49,It's the Senate's job to fairly consider Supreme Court nominees. Their refusal to do so is unacceptable: https://t.co/s8FdCa0tq6 #DoYourJob
2791,656,2016-09-29 19:41:04,"""Everybody gets sick."" Check out what President Obama is doing to extend access to paid sick leave: https://t.co/gOAc2HAkQg #LeadOnLeave"
5395,1327,2016-09-29 16:33:03,Never underestimate the strength and resilience of the American economy. https://t.co/OFTN2FlRtq
1547,361,2016-09-28 17:49:45,The @OFA Truth Team makes it easy to stay informed. Join today: https://t.co/Q0axQYyJY1
10685,3046,2016-09-28 15:16:14,"This is no accidentwe're making a comeback because together, we've fought hard to support American families. https://t.co/LTk7SiTexP"
6917,2525,2016-09-27 21:04:01,We're better off than we were eight years ago. https://t.co/OwrTM3V78t
3332,1051,2016-09-27 19:42:15,"Household incomes are up, and the poverty rate is down across all demographics. https://t.co/cEIdPJuuvR"
8239,2790,2016-09-27 16:57:08,"As long as Senate leaders keep refusing to do their jobs, @OFA supporters will continue speaking out against their https://t.co/DkmDKpMhOw"
2692,836,2016-09-27 15:28:39,Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: https://t.co/AGrUjJTnST #DoYourJob
3397,996,2016-09-26 20:58:33,"Important, tough conversations require solid facts. Get them from the @OFA Truth Team: https://t.co/5YH9zVeayn https://t.co/dD1EPgaA9W"
7171,2303,2016-09-26 18:59:05,"These are high praises from the American Bar Associationand yet, Senate leaders refuse to even consider Judge Garl https://t.co/ryPFLZDAhY"
2305,745,2016-09-26 17:27:01,Senate leaders' unprecedented obstruction of the Supreme Court nomination must end. Your voice matters: https://t.co/yhy8al1FK7 #DoYourJob
4343,1410,2016-09-26 15:55:33,The American people are waiting for Senate leaders to do their jobs. https://t.co/LNqAQpxMle
2403,778,2016-09-23 21:12:45,Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: https://t.co/peV6aCYswa #DoYourJob
